id,Date,Replicate,totaltime,totaltimehr,Video,timestamp,real_time,Species,Bites,Treatment,Notes
744,5/3/25,23,6879,1.1465,135009,704,13:57:13,Juvenile parrotfish,30,Turb,8 initial bulletnose
745,5/3/25,23,6879,1.1465,135009,708,13:57:17,Centropyge flavissima,4,Turb,
746,5/3/25,23,6879,1.1465,135009,730,13:57:39,Juvenile parrotfish,2,Turb,
747,5/3/25,23,6879,1.1465,135009,935,13:59:44,Ctenochaetus striatus,14,Turb,
748,5/3/25,23,6879,1.1465,135009,1042,14:00:51,Juvenile parrotfish,15,Turb,2 Initial Bulletnose
749,5/3/25,23,6879,1.1465,135009,1101,14:01:10,Juvenile parrotfish,6,Turb,2 Initial Bulletnose
750,5/3/25,23,6879,1.1465,135009,1239,14:02:48,Juvenile parrotfish,9,Turb,
751,5/3/25,23,6879,1.1465,135009,1239,14:02:48,Juvenile parrotfish,7,Turb,
752,5/3/25,23,6879,1.1465,140339,18,14:03:57,Juvenile parrotfish,14,Turb,
753,5/3/25,23,6879,1.1465,140339,20,14:03:59,Juvenile parrotfish,16,Turb,
754,5/3/25,23,6879,1.1465,140339,105,14:04:44,Labroides dimidiatus,1,Turb,
755,5/3/25,23,6879,1.1465,140339,113,14:04:52,Halichoeres trimaculatus,4,Turb,or SB
756,5/3/25,23,6879,1.1465,140339,136,14:05:15,Juvenile parrotfish,45,Turb,8 IB
757,5/3/25,23,6879,1.1465,140339,140,14:05:19,Ctenochaetus striatus,4,Turb,
758,5/3/25,23,6879,1.1465,140339,152,14:05:31,Juvenile parrotfish,33,Turb,
759,5/3/25,23,6879,1.1465,140339,234,14:06:13,Juvenile parrotfish,22,Turb,2 IB
760,5/3/25,23,6879,1.1465,140339,337,14:07:16,Juvenile parrotfish,16,Turb,2 IB
761,5/3/25,23,6879,1.1465,140339,410,14:07:49,Juvenile parrotfish,3,Turb,
762,5/3/25,23,6879,1.1465,140339,435,14:08:14,Juvenile parrotfish,5,Turb,2 IB
763,5/3/25,23,6879,1.1465,140339,455,14:08:34,Juvenile parrotfish,25,Turb,
764,5/3/25,23,6879,1.1465,140339,549,14:09:28,Juvenile parrotfish,18,Turb,5 small IB
765,5/3/25,23,6879,1.1465,140339,608,14:09:47,Juvenile parrotfish,19,Turb,
766,5/3/25,23,6879,1.1465,140339,640,14:10:19,Juvenile parrotfish,20,Turb,
767,5/3/25,23,6879,1.1465,140339,717,14:10:56,Juvenile parrotfish,34,Turb,
768,5/3/25,23,6879,1.1465,140339,755,14:11:34,Juvenile parrotfish,53,Turb,
769,5/3/25,23,6879,1.1465,140339,1152,14:15:31,Juvenile parrotfish,1,Turb,
770,5/3/25,23,6879,1.1465,140339,1218,14:15:57,Juvenile parrotfish,4,Turb,
771,5/3/25,23,6879,1.1465,140339,1311,14:16:50,Ctenochaetus striatus,9,Turb,
772,5/3/25,23,6879,1.1465,141710,NA,14:17:10,,0,Turb,
557,5/3/25,24,6973,1.162166667,130803,117,13:09:20,Juvenile parrotfish,12,Turf,
558,5/3/25,24,6973,1.162166667,130803,130,13:09:33,Acanthurus nigrofuscus,4,Turf,
559,5/3/25,24,6973,1.162166667,130803,159,13:10:02,Acanthurus nigrofuscus,5,Turf,
560,5/3/25,24,6973,1.162166667,130803,237,13:10:40,Zebrasoma scopas,4,Turf,
561,5/3/25,24,6973,1.162166667,130803,241,13:10:44,Zebrasoma scopas,3,Turf,
562,5/3/25,24,6973,1.162166667,130803,317,13:11:20,Acanthurus nigrofuscus,17,Turf,
563,5/3/25,24,6973,1.162166667,130803,548,13:13:51,Acanthurus nigrofuscus,6,Turf,
564,5/3/25,24,6973,1.162166667,130803,617,13:14:20,Thalassoma hardwicke,1,Turf,
565,5/3/25,24,6973,1.162166667,130803,716,13:15:19,Acanthurus nigrofuscus,14,Turf,
566,5/3/25,24,6973,1.162166667,130803,1028,13:18:31,Balistapus undulatus,3,Turf,
567,5/3/25,24,6973,1.162166667,130803,1108,13:19:11,Ctenochaetus striatus,9,Turf,
568,5/3/25,24,6973,1.162166667,130803,1215,13:20:18,Stegastes nigricans,1,Turf,"btwn dusky or threespot, most likely dusky cause yellow tail "
569,5/3/25,24,6973,1.162166667,132134,14,13:21:48,Ctenochaetus striatus,2,Turf,
570,5/3/25,24,6973,1.162166667,132134,41,13:22:15,Ctenochaetus striatus,3,Turf,
571,5/3/25,24,6973,1.162166667,132134,151,13:23:25,Ctenochaetus striatus,12,Turf,
572,5/3/25,24,6973,1.162166667,132134,221,13:23:55,Ctenochaetus striatus,13,Turf,
573,5/3/25,24,6973,1.162166667,132134,314,13:24:48,Ctenochaetus striatus,10,Turf,
574,5/3/25,24,6973,1.162166667,132134,500,13:26:34,Juvenile parrotfish,20,Turf,
575,5/3/25,24,6973,1.162166667,132134,638,13:28:12,Ctenochaetus striatus,17,Turf,
576,5/3/25,24,6973,1.162166667,132134,707,13:28:41,Juvenile parrotfish,13,Turf,
577,5/3/25,24,6973,1.162166667,132134,710,13:28:44,Ctenochaetus striatus,13,Turf,
578,5/3/25,24,6973,1.162166667,132134,736,13:29:10,Ctenochaetus striatus,2,Turf,
579,5/3/25,24,6973,1.162166667,132134,819,13:29:53,Zanclus cornutus,4,Turf,
580,5/3/25,24,6973,1.162166667,132134,932,13:31:06,Ctenochaetus striatus,3,Turf,
581,5/3/25,24,6973,1.162166667,132134,1005,13:31:39,Ctenochaetus striatus,3,Turf,
582,5/3/25,24,6973,1.162166667,132134,1112,13:32:46,Ctenochaetus striatus,5,Turf,
583,5/3/25,24,6973,1.162166667,132134,1206,13:33:40,Juvenile parrotfish,35,Turf,
584,5/3/25,24,6973,1.162166667,132134,1240,13:34:14,Ctenochaetus striatus,6,Turf,
585,5/3/25,24,6973,1.162166667,133505,108,13:36:13,Juvenile parrotfish,24,Turf,
586,5/3/25,24,6973,1.162166667,133505,118,13:36:23,Ctenochaetus striatus,6,Turf,
587,5/3/25,24,6973,1.162166667,133505,214,13:37:19,Juvenile parrotfish,11,Turf,
588,5/3/25,24,6973,1.162166667,133505,310,13:38:15,Juvenile parrotfish,11,Turf,
589,5/3/25,24,6973,1.162166667,133505,326,13:38:31,Ctenochaetus striatus,11,Turf,
590,5/3/25,24,6973,1.162166667,133505,418,13:39:23,Juvenile parrotfish,28,Turf,
591,5/3/25,24,6973,1.162166667,133505,449,13:39:54,Zebrasoma scopas,14,Turf,
592,5/3/25,24,6973,1.162166667,133505,451,13:39:56,Juvenile parrotfish,9,Turf,
593,5/3/25,24,6973,1.162166667,133505,458,13:40:03,Ctenochaetus striatus,3,Turf,
594,5/3/25,24,6973,1.162166667,133505,515,13:40:20,Ctenochaetus striatus,4,Turf,
595,5/3/25,24,6973,1.162166667,133505,520,13:40:25,Juvenile parrotfish,2,Turf,
596,5/3/25,24,6973,1.162166667,133505,522,13:40:27,Ctenochaetus striatus,2,Turf,
597,5/3/25,24,6973,1.162166667,133505,526,13:40:31,Zebrasoma scopas,6,Turf,
598,5/3/25,24,6973,1.162166667,133505,530,13:40:35,Zebrasoma scopas,8,Turf,
599,5/3/25,24,6973,1.162166667,133505,555,13:41:00,Ctenochaetus striatus,5,Turf,
600,5/3/25,24,6973,1.162166667,133505,627,13:41:32,Ctenochaetus striatus,5,Turf,
601,5/3/25,24,6973,1.162166667,133505,632,13:41:37,Scarus frenatus,4,Turf,
602,5/3/25,24,6973,1.162166667,133505,639,13:41:44,Ctenochaetus striatus,11,Turf,
603,5/3/25,24,6973,1.162166667,133505,807,13:43:12,Ctenochaetus striatus,2,Turf,
604,5/3/25,24,6973,1.162166667,133505,908,13:44:13,Juvenile parrotfish,13,Turf,
605,5/3/25,24,6973,1.162166667,133505,912,13:44:17,Ctenochaetus striatus,22,Turf,
606,5/3/25,24,6973,1.162166667,133505,917,13:44:22,Juvenile parrotfish,1,Turf,
607,5/3/25,24,6973,1.162166667,133505,921,13:44:26,Ctenochaetus striatus,1,Turf,
608,5/3/25,24,6973,1.162166667,133505,1003,13:45:08,Ctenochaetus striatus,7,Turf,
609,5/3/25,24,6973,1.162166667,133505,1106,13:46:11,Ctenochaetus striatus,2,Turf,
610,5/3/25,24,6973,1.162166667,133505,1137,13:46:42,Zebrasoma scopas,15,Turf,
611,5/3/25,24,6973,1.162166667,133505,1152,13:46:57,Zebrasoma scopas,8,Turf,
612,5/3/25,24,6973,1.162166667,134836,57,13:49:33,Ctenochaetus striatus,3,Turf,
613,5/3/25,24,6973,1.162166667,134836,117,13:49:53,Ctenochaetus striatus,18,Turf,
614,5/3/25,24,6973,1.162166667,134836,218,13:50:54,Ctenochaetus striatus,13,Turf,
615,5/3/25,24,6973,1.162166667,134836,357,13:52:33,Zebrasoma scopas,4,Turf,
616,5/3/25,24,6973,1.162166667,134836,400,13:52:36,Zebrasoma scopas,7,Turf,
617,5/3/25,24,6973,1.162166667,134836,411,13:52:47,Ctenochaetus striatus,4,Turf,
618,5/3/25,24,6973,1.162166667,134836,452,13:53:28,Zebrasoma scopas,34,Turf,
619,5/3/25,24,6973,1.162166667,134836,716,13:55:52,Ctenochaetus striatus,20,Turf,
620,5/3/25,24,6973,1.162166667,134836,1302,14:01:38,Juvenile parrotfish,2,Turf,initial bulletnose
621,5/3/25,24,6973,1.162166667,140206,0,14:02:06,Ctenochaetus striatus,7,Turf,
622,5/3/25,24,6973,1.162166667,140206,130,14:03:36,Ctenochaetus striatus,8,Turf,
623,5/3/25,24,6973,1.162166667,140206,130,14:03:36,Juvenile parrotfish,7,Turf,
624,5/3/25,24,6973,1.162166667,140206,152,14:03:58,Juvenile parrotfish,14,Turf,
625,5/3/25,24,6973,1.162166667,140206,159,14:04:05,Ctenochaetus striatus,1,Turf,
626,5/3/25,24,6973,1.162166667,140206,207,14:04:13,Juvenile parrotfish,7,Turf,
627,5/3/25,24,6973,1.162166667,140206,248,14:04:54,Zebrasoma scopas,3,Turf,
628,5/3/25,24,6973,1.162166667,140206,258,14:05:04,Ctenochaetus striatus,3,Turf,
629,5/3/25,24,6973,1.162166667,140206,355,14:06:01,Ctenochaetus striatus,13,Turf,
630,5/3/25,24,6973,1.162166667,140206,455,14:07:01,Juvenile parrotfish,20,Turf,
631,5/3/25,24,6973,1.162166667,140206,618,14:08:24,Juvenile parrotfish,4,Turf,
632,5/3/25,24,6973,1.162166667,140206,819,14:10:25,Juvenile parrotfish,10,Turf,
633,5/3/25,24,6973,1.162166667,140206,843,14:10:49,Ctenochaetus striatus,11,Turf,
634,5/3/25,24,6973,1.162166667,140206,1020,14:12:26,Juvenile parrotfish,5,Turf,
635,5/3/25,24,6973,1.162166667,140206,1025,14:12:31,Ctenochaetus striatus,8,Turf,
636,5/3/25,24,6973,1.162166667,140206,1121,14:13:27,Juvenile parrotfish,17,Turf,
637,5/3/25,24,6973,1.162166667,140206,1130,14:13:36,Ctenochaetus striatus,2,Turf,
638,5/3/25,24,6973,1.162166667,140206,1239,14:14:45,Ctenochaetus striatus,3,Turf,
639,5/3/25,24,6973,1.162166667,140206,1251,14:14:57,Ctenochaetus striatus,5,Turf,
640,5/3/25,24,6973,1.162166667,141537,132,14:17:09,Ctenochaetus striatus,2,Turf,
641,5/3/25,24,6973,1.162166667,141537,215,14:17:52,Juvenile parrotfish,11,Turf,
642,5/3/25,24,6973,1.162166667,141537,259,14:18:36,Ctenochaetus striatus,14,Turf,
804,5/4/25,25,6617,1.102833333,90703,133,9:08:36,Zebrasoma scopas,11,Turb,
805,5/4/25,25,6617,1.102833333,90703,242,9:09:45,Zebrasoma scopas,4,Turb,
806,5/4/25,25,6617,1.102833333,90703,1202,9:19:05,Zebrasoma scopas,13,Turb,
851,5/4/25,25,6617,1.102833333,92033,333,9:24:06,Thalassoma hardwicke,5,Turb,
852,5/4/25,25,6617,1.102833333,92033,340,9:24:13,Centropyge flavissima,6,Turb,
853,5/4/25,25,6617,1.102833333,92033,720,9:27:53,Stethojulis bandanensis,1,Turb,
854,5/4/25,25,6617,1.102833333,92033,720,9:27:53,Stethojulis bandanensis,1,Turb,
855,5/4/25,25,6617,1.102833333,92033,731,9:28:04,Stethojulis bandanensis,1,Turb,
856,5/4/25,25,6617,1.102833333,92033,910,9:29:43,Stethojulis bandanensis,1,Turb,
905,5/4/25,25,6617,1.102833333,93404,157,9:36:01,Scarus psittacus,3,Turb,
906,5/4/25,25,6617,1.102833333,93404,704,9:41:08,Scarus psittacus,1,Turb,
907,5/4/25,25,6617,1.102833333,93404,748,9:41:52,Stethojulis bandanensis,2,Turb,
908,5/4/25,25,6617,1.102833333,93404,756,9:42:00,Scarus psittacus,3,Turb,
909,5/4/25,25,6617,1.102833333,93404,828,9:42:32,Zebrasoma scopas,5,Turb,
910,5/4/25,25,6617,1.102833333,93404,833,9:42:37,Zebrasoma scopas,10,Turb,
911,5/4/25,25,6617,1.102833333,93404,859,9:43:03,Ctenochaetus striatus,7,Turb,
912,5/4/25,25,6617,1.102833333,93404,934,9:43:38,Zebrasoma scopas,5,Turb,
913,5/4/25,25,6617,1.102833333,93404,952,9:43:56,Scarus psittacus,3,Turb,
965,5/4/25,25,6617,1.102833333,94735,0,9:47:35,Acanthurus nigrofuscus,4,Turb,
966,5/4/25,25,6617,1.102833333,94735,318,9:50:53,Ctenochaetus striatus,4,Turb,
1000,5/4/25,25,6617,1.102833333,100106,17,10:01:23,Cheilinus chlorourus,2,Turb,
1001,5/4/25,25,6617,1.102833333,100106,728,10:08:34,Stethojulis bandanensis,1,Turb,
793,5/4/25,26,6642,1.107,90551,211,9:08:02,Ctenochaetus striatus,12,Turf,
794,5/4/25,26,6642,1.107,90551,357,9:09:48,Ctenochaetus striatus,9,Turf,
795,5/4/25,26,6642,1.107,90551,359,9:09:50,Acanthurus nigrofuscus,17,Turf,
796,5/4/25,26,6642,1.107,90551,537,9:11:28,Ctenochaetus striatus,8,Turf,
797,5/4/25,26,6642,1.107,90551,549,9:11:40,Acanthurus nigrofuscus,17,Turf,
798,5/4/25,26,6642,1.107,90551,643,9:12:34,Ctenochaetus striatus,1,Turf,
799,5/4/25,26,6642,1.107,90551,901,9:14:52,Acanthurus nigrofuscus,50,Turf,
800,5/4/25,26,6642,1.107,90551,918,9:15:09,Ctenochaetus striatus,4,Turf,
801,5/4/25,26,6642,1.107,90551,1223,9:18:14,Acanthurus nigrofuscus,20,Turf,
802,5/4/25,26,6642,1.107,90551,1306,9:18:57,Ctenochaetus striatus,4,Turf,
803,5/4/25,26,6642,1.107,90551,1316,9:19:07,Chaetodon citrinellus,2,Turf,
826,5/4/25,26,6642,1.107,91922,17,9:19:39,Acanthurus nigrofuscus,6,Turf,
827,5/4/25,26,6642,1.107,91922,22,9:19:44,Ctenochaetus striatus,2,Turf,
828,5/4/25,26,6642,1.107,91922,31,9:19:53,Chlorurus sordidus,3,Turf,
829,5/4/25,26,6642,1.107,91922,239,9:22:01,Ctenochaetus striatus,2,Turf,
830,5/4/25,26,6642,1.107,91922,249,9:22:11,Chlorurus sordidus,7,Turf,
831,5/4/25,26,6642,1.107,91922,252,9:22:14,Chlorurus sordidus,11,Turf,
832,5/4/25,26,6642,1.107,91922,254,9:22:16,Ctenochaetus striatus,11,Turf,
833,5/4/25,26,6642,1.107,91922,304,9:22:26,Acanthurus nigrofuscus,8,Turf,
834,5/4/25,26,6642,1.107,91922,316,9:22:38,Balistapus undulatus,1,Turf,
835,5/4/25,26,6642,1.107,91922,317,9:22:39,Ctenochaetus striatus,2,Turf,
836,5/4/25,26,6642,1.107,91922,353,9:23:15,Acanthurus nigrofuscus,34,Turf,
837,5/4/25,26,6642,1.107,91922,356,9:23:18,Chlorurus sordidus,3,Turf,
838,5/4/25,26,6642,1.107,91922,350,9:23:12,Chlorurus sordidus,3,Turf,
839,5/4/25,26,6642,1.107,91922,359,9:23:21,Ctenochaetus striatus,8,Turf,
840,5/4/25,26,6642,1.107,91922,505,9:24:27,Ctenochaetus striatus,4,Turf,
841,5/4/25,26,6642,1.107,91922,515,9:24:37,Ctenochaetus striatus,9,Turf,
842,5/4/25,26,6642,1.107,91922,645,9:26:07,Zebrasoma scopas,16,Turf,
843,5/4/25,26,6642,1.107,91922,649,9:26:11,Ctenochaetus striatus,10,Turf,
844,5/4/25,26,6642,1.107,91922,700,9:26:22,Ctenochaetus striatus,17,Turf,
845,5/4/25,26,6642,1.107,91922,710,9:26:32,Acanthurus nigrofuscus,61,Turf,
846,5/4/25,26,6642,1.107,91922,758,9:27:20,Ctenochaetus striatus,12,Turf,
847,5/4/25,26,6642,1.107,91922,934,9:28:56,Acanthurus nigrofuscus,16,Turf,
848,5/4/25,26,6642,1.107,91922,955,9:29:17,Ctenochaetus striatus,6,Turf,
849,5/4/25,26,6642,1.107,91922,NA,9:19:22,Ctenochaetus striatus,12,Turf,
850,5/4/25,26,6642,1.107,91922,1307,9:32:29,Ctenochaetus striatus,5,Turf,
878,5/4/25,26,6642,1.107,93253,3,9:32:56,Ctenochaetus striatus,4,Turf,
879,5/4/25,26,6642,1.107,93253,113,9:34:06,Balistapus undulatus,1,Turf,
880,5/4/25,26,6642,1.107,93253,125,9:34:18,Chrysiptera leucopoma,24,Turf,
881,5/4/25,26,6642,1.107,93253,125,9:34:18,Chrysiptera leucopoma,9,Turf,
882,5/4/25,26,6642,1.107,93253,157,9:34:50,Thalassoma hardwicke,2,Turf,
883,5/4/25,26,6642,1.107,93253,233,9:35:26,Chrysiptera leucopoma,4,Turf,
884,5/4/25,26,6642,1.107,93253,256,9:35:49,Chrysiptera leucopoma,2,Turf,
885,5/4/25,26,6642,1.107,93253,332,9:36:25,Ctenochaetus striatus,8,Turf,
886,5/4/25,26,6642,1.107,93253,331,9:36:24,Ctenochaetus striatus,10,Turf,
887,5/4/25,26,6642,1.107,93253,347,9:36:40,Chrysiptera leucopoma,15,Turf,
888,5/4/25,26,6642,1.107,93253,402,9:36:55,Chrysiptera leucopoma,13,Turf,
889,5/4/25,26,6642,1.107,93253,427,9:37:20,Chrysiptera leucopoma,3,Turf,
890,5/4/25,26,6642,1.107,93253,440,9:37:33,Chrysiptera leucopoma,9,Turf,
891,5/4/25,26,6642,1.107,93253,457,9:37:50,Chrysiptera leucopoma,21,Turf,
892,5/4/25,26,6642,1.107,93253,540,9:38:33,Acanthurus nigrofuscus,13,Turf,
893,5/4/25,26,6642,1.107,93253,545,9:38:38,Ctenochaetus striatus,9,Turf,
894,5/4/25,26,6642,1.107,93253,604,9:38:57,Ctenochaetus striatus,4,Turf,
895,5/4/25,26,6642,1.107,93253,606,9:38:59,Balistapus undulatus,1,Turf,
896,5/4/25,26,6642,1.107,93253,621,9:39:14,Ctenochaetus striatus,9,Turf,
897,5/4/25,26,6642,1.107,93253,723,9:40:16,Ctenochaetus striatus,3,Turf,
898,5/4/25,26,6642,1.107,93253,828,9:41:21,Chrysiptera leucopoma,3,Turf,
899,5/4/25,26,6642,1.107,93253,918,9:42:11,Ctenochaetus striatus,4,Turf,
900,5/4/25,26,6642,1.107,93253,924,9:42:17,Ctenochaetus striatus,4,Turf,
901,5/4/25,26,6642,1.107,93253,1038,9:43:31,Ctenochaetus striatus,3,Turf,
902,5/4/25,26,6642,1.107,93253,1058,9:43:51,Acanthurus nigrofuscus,82,Turf,
903,5/4/25,26,6642,1.107,93253,1058,9:43:51,Ctenochaetus striatus,4,Turf,
904,5/4/25,26,6642,1.107,93253,1307,9:46:00,Ctenochaetus striatus,12,Turf,
943,5/4/25,26,6642,1.107,94624,1,9:46:25,Chrysiptera leucopoma,14,Turf,
944,5/4/25,26,6642,1.107,94624,24,9:46:48,Chrysiptera leucopoma,27,Turf,
945,5/4/25,26,6642,1.107,94624,158,9:48:22,Acanthurus nigrofuscus,9,Turf,
946,5/4/25,26,6642,1.107,94624,212,9:48:36,Chrysiptera leucopoma,39,Turf,
947,5/4/25,26,6642,1.107,94624,232,9:48:56,Chrysiptera leucopoma,38,Turf,
948,5/4/25,26,6642,1.107,94624,402,9:50:26,Acanthurus nigrofuscus,9,Turf,
949,5/4/25,26,6642,1.107,94624,405,9:50:29,Ctenochaetus striatus,7,Turf,
950,5/4/25,26,6642,1.107,94624,444,9:51:08,Acanthurus nigrofuscus,25,Turf,
951,5/4/25,26,6642,1.107,94624,517,9:51:41,Chrysiptera leucopoma,7,Turf,
952,5/4/25,26,6642,1.107,94624,519,9:51:43,Chrysiptera leucopoma,3,Turf,
953,5/4/25,26,6642,1.107,94624,543,9:52:07,Ctenochaetus striatus,3,Turf,
954,5/4/25,26,6642,1.107,94624,628,9:52:52,Ctenochaetus striatus,19,Turf,
955,5/4/25,26,6642,1.107,94624,630,9:52:54,Acanthurus nigrofuscus,17,Turf,
956,5/4/25,26,6642,1.107,94624,711,9:53:35,Ctenochaetus striatus,20,Turf,
957,5/4/25,26,6642,1.107,94624,749,9:54:13,Acanthurus nigrofuscus,22,Turf,
958,5/4/25,26,6642,1.107,94624,807,9:54:31,Ctenochaetus striatus,3,Turf,
959,5/4/25,26,6642,1.107,94624,851,9:55:15,Chrysiptera leucopoma,3,Turf,
960,5/4/25,26,6642,1.107,94624,1009,9:56:33,Chrysiptera leucopoma,10,Turf,
961,5/4/25,26,6642,1.107,94624,1026,9:56:50,Chrysiptera leucopoma,3,Turf,
962,5/4/25,26,6642,1.107,94624,1035,9:56:59,Ctenochaetus striatus,13,Turf,
963,5/4/25,26,6642,1.107,94624,1111,9:57:35,Ctenochaetus striatus,6,Turf,
964,5/4/25,26,6642,1.107,94624,1116,9:57:40,Ctenochaetus striatus,3,Turf,
990,5/4/25,26,6642,1.107,95955,218,10:02:13,Zebrasoma scopas,1,Turf,
991,5/4/25,26,6642,1.107,95955,223,10:02:18,Acanthurus nigrofuscus,32,Turf,
992,5/4/25,26,6642,1.107,95955,334,10:03:29,Ctenochaetus striatus,6,Turf,
993,5/4/25,26,6642,1.107,95955,538,10:05:33,Acanthurus nigrofuscus,19,Turf,
994,5/4/25,26,6642,1.107,95955,714,10:07:09,Zebrasoma scopas,6,Turf,
995,5/4/25,26,6642,1.107,95955,812,10:08:07,Ctenochaetus striatus,5,Turf,
996,5/4/25,26,6642,1.107,95955,849,10:08:44,Ctenochaetus striatus,16,Turf,
997,5/4/25,26,6642,1.107,95955,1006,10:10:01,Acanthurus nigrofuscus,11,Turf,
998,5/4/25,26,6642,1.107,95955,1123,10:11:18,Ctenochaetus striatus,13,Turf,
999,5/4/25,26,6642,1.107,95955,1159,10:11:54,Ctenochaetus striatus,7,Turf,
780,5/4/25,27,6750,1.125,90412,704,9:11:16,Acanthurus nigrofuscus,2,Turb,
807,5/4/25,27,6750,1.125,91635,8,9:16:43,Acanthurus nigrofuscus,3,Turb,
857,5/4/25,27,6750,1.125,92940,501,9:34:41,Ctenochaetus striatus,1,Turb,
858,5/4/25,27,6750,1.125,92940,1020,9:40:00,Thalassoma hardwicke,1,Turb,
914,5/4/25,27,6750,1.125,94259,111,9:44:10,Ctenochaetus striatus,2,Turb,
915,5/4/25,27,6750,1.125,94259,430,9:47:29,Acanthurus nigrofuscus,3,Turb,
916,5/4/25,27,6750,1.125,94259,433,9:47:32,Scarus psittacus,1,Turb,
917,5/4/25,27,6750,1.125,94259,1028,9:53:27,Acanthurus nigrofuscus,1,Turb,
967,5/4/25,27,6750,1.125,95629,101,9:57:30,Stethojulis bandanensis,3,Turb,
968,5/4/25,27,6750,1.125,95629,347,10:00:16,Stethojulis bandanensis,6,Turb,
969,5/4/25,27,6750,1.125,95629,428,10:00:57,Stethojulis bandanensis,3,Turb,
970,5/4/25,27,6750,1.125,95629,438,10:01:07,Scarus psittacus,5,Turb,
971,5/4/25,27,6750,1.125,95629,523,10:01:52,Acanthurus nigrofuscus,5,Turb,
972,5/4/25,27,6750,1.125,95629,543,10:02:12,Scarus psittacus,2,Turb,
973,5/4/25,27,6750,1.125,95629,850,10:05:19,Ctenochaetus striatus,1,Turb,
974,5/4/25,27,6750,1.125,95629,856,10:05:25,Acanthurus nigrofuscus,2,Turb,
1002,5/4/25,27,6750,1.125,101000,0,10:10:00,,0,Turb,
781,5/4/25,28,6762,1.127,90419,110,9:05:29,Acanthurus nigrofuscus,24,Turf,
782,5/4/25,28,6762,1.127,90419,116,9:05:35,Zebrasoma scopas,9,Turf,
783,5/4/25,28,6762,1.127,90419,124,9:05:43,Ctenochaetus striatus,6,Turf,
784,5/4/25,28,6762,1.127,90419,222,9:06:41,Ctenochaetus striatus,6,Turf,
785,5/4/25,28,6762,1.127,90419,416,9:08:35,Ctenochaetus striatus,2,Turf,
786,5/4/25,28,6762,1.127,90419,901,9:13:20,Melichthys vidua,3,Turf,
787,5/4/25,28,6762,1.127,90419,901,9:13:20,Ctenochaetus striatus,4,Turf,
788,5/4/25,28,6762,1.127,90419,921,9:13:40,Acanthurus nigrofuscus,11,Turf,
789,5/4/25,28,6762,1.127,90419,935,9:13:54,Ctenochaetus striatus,8,Turf,
790,5/4/25,28,6762,1.127,90419,1109,9:15:28,Ctenochaetus striatus,1,Turf,
791,5/4/25,28,6762,1.127,90419,1211,9:16:30,Ctenochaetus striatus,7,Turf,
792,5/4/25,28,6762,1.127,90419,1300,9:17:19,Ctenochaetus striatus,4,Turf,
808,5/4/25,28,6762,1.127,91750,106,9:18:56,Ctenochaetus striatus,9,Turf,
809,5/4/25,28,6762,1.127,91750,206,9:19:56,Acanthurus nigrofuscus,30,Turf,
810,5/4/25,28,6762,1.127,91750,217,9:20:07,Ctenochaetus striatus,9,Turf,
811,5/4/25,28,6762,1.127,91750,239,9:20:29,Acanthurus nigrofuscus,21,Turf,
812,5/4/25,28,6762,1.127,91750,241,9:20:31,Chlorurus sordidus,4,Turf,
813,5/4/25,28,6762,1.127,91750,241,9:20:31,Acanthurus nigrofuscus,4,Turf,
814,5/4/25,28,6762,1.127,91750,317,9:21:07,Ctenochaetus striatus,8,Turf,
815,5/4/25,28,6762,1.127,91750,402,9:21:52,Ctenochaetus striatus,3,Turf,
816,5/4/25,28,6762,1.127,91750,440,9:22:30,Ctenochaetus striatus,5,Turf,
817,5/4/25,28,6762,1.127,91750,518,9:23:08,Acanthurus nigrofuscus,7,Turf,
818,5/4/25,28,6762,1.127,91750,617,9:24:07,Ctenochaetus striatus,3,Turf,
819,5/4/25,28,6762,1.127,91750,910,9:27:00,Ctenochaetus striatus,4,Turf,
820,5/4/25,28,6762,1.127,91750,915,9:27:05,Acanthurus nigrofuscus,13,Turf,
821,5/4/25,28,6762,1.127,91750,948,9:27:38,Ctenochaetus striatus,6,Turf,
822,5/4/25,28,6762,1.127,91750,1002,9:27:52,Melichthys vidua,5,Turf,
823,5/4/25,28,6762,1.127,91750,1041,9:28:31,Ctenochaetus striatus,2,Turf,
824,5/4/25,28,6762,1.127,91750,1113,9:29:03,Ctenochaetus striatus,4,Turf,
825,5/4/25,28,6762,1.127,91750,1251,9:30:41,Ctenochaetus striatus,10,Turf,
859,5/4/25,28,6762,1.127,93121,12,9:31:33,Ctenochaetus striatus,5,Turf,
860,5/4/25,28,6762,1.127,93121,58,9:32:19,Chlorurus sordidus,19,Turf,
861,5/4/25,28,6762,1.127,93121,145,9:33:06,Ctenochaetus striatus,3,Turf,
862,5/4/25,28,6762,1.127,93121,149,9:33:10,Scarus psittacus,37,Turf,
863,5/4/25,28,6762,1.127,93121,209,9:33:30,Chlorurus sordidus,1,Turf,
864,5/4/25,28,6762,1.127,93121,254,9:34:15,Chlorurus sordidus,31,Turf,
865,5/4/25,28,6762,1.127,93121,307,9:34:28,Ctenochaetus striatus,8,Turf,
866,5/4/25,28,6762,1.127,93121,419,9:35:40,Ctenochaetus striatus,3,Turf,
867,5/4/25,28,6762,1.127,93121,451,9:36:12,Acanthurus nigrofuscus,27,Turf,
868,5/4/25,28,6762,1.127,93121,631,9:37:52,Ctenochaetus striatus,3,Turf,
